,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
1896,1896,07/25/21,Google,94020 SELINSGROVE,901 N. Susquehanna Trail   -,Selinsgrove,PA,17870,5,Patti Hine,https://maps.google.com/maps?cid=10295668491981561828,Food was delicious and the waitress was excellent!,--,--,,0.0,0.0,0.0,0.0,Neutral
1898,1898,07/25/21,Google,75018 S-HOUGHTON,980 Razorback Drive   -,Houghton,MI,49931,4,windy Halliday,https://maps.google.com/maps?cid=4459068167860765453,"We have eaten at this particular Applebee's twice now and each time service was great, food was good with generous servings.  Restaurant was clean and well kept.  We will continue eating there.",--,--,applebee time food restaurant,0.0,1.0,0.0,0.0,Neutral
1911,1911,07/25/21,Google,92030 PENN CENTER,3440 William Penn Highway   -,Pittsburgh,PA,15235,5,lindi watkavitch,https://maps.google.com/maps?cid=17805550829216939137,"Good food, nice staff!",--,--,food staff,0.0,1.0,0.0,0.0,Neutral
1912,1912,07/25/21,Google,80064 UTICA,45211 Park Avenue   -,Utica,MI,48315,5,Susan M,https://maps.google.com/maps?cid=17742641788698205636,"Clio Applebee's has the best employees, always recommend, always enjoyable to eat there",--,--,employee,0.0,1.0,0.0,0.0,Neutral
1925,1925,07/25/21,Google,94089 ROOSEVELT,9142 Roosevelt Blvd.   -,Philadelphia,PA,19115,5,Sharyl C. McPhee,https://maps.google.com/maps?cid=5958067648943681182,I always love to eat at this place!,--,--,love place,0.0,0.192,0.808,0.6369,Positive
1927,1927,07/25/21,Google,84003 S-LUDINGTON,3881 W. US Hwy. 10   -,Ludington,MI,49431,5,Maddy Tabaczka,https://maps.google.com/maps?cid=13968323473149217618,I had the most pleasant experience with my server Arianna today. She was attentive and very kind. Highly satisfied with my visit.,--,--,experience server today visit,0.0,1.0,0.0,0.0,Neutral
1931,1931,07/25/21,Google,84008 G-IONIA,3039 Commerce Lane   -,Ionia,MI,48846,2,David Backstrom,https://maps.google.com/maps?cid=1003394294407528538,"I had to come back and change my review. I will say the staff is excellent.
The food is not good. I had the equivalent of Van de Kamp's fish and store bought frozen fries. The coleslaw was inedible. My wife had chicken Alfredo that was not good. After the first bite I remember why we drive to grand rapids for food.
The staff is excellent. The food needs work.",--,"David Hi, thanks so much for your feedback! We are always striving to make every guest experience a 5-star one, so I appreciate you letting us know how we can improve.  Please feel free to contact me at AB8408@teamschostak.com at your earliest convenience. Thanks so much for your feedback!",food fish store wife bite food staff food,0.0,1.0,0.0,0.0,Neutral
1938,1938,07/25/21,Google,84053 GALLEY,3708 East Galley   -,Colorado Springs,CO,80909,4,Buddy Mondragon,https://maps.google.com/maps?cid=6648364003736529439,"Good food,  service a bit slow .",--,--,food service bit,0.0,1.0,0.0,0.0,Neutral
1962,1962,07/25/21,Google,75016 HARBORCREEK,4002 Buffalo Road   -,Erie,PA,16510,4,Lauretta Zack,https://maps.google.com/maps?cid=11327991448505539431,They changed alot on the menu since reopening from pandemic,--,--,,0.0,0.0,0.0,0.0,Neutral
1966,1966,07/25/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,2,T M,https://maps.google.com/maps?cid=16744343174116201382,"Waited over 1.5 hrs for a carryout. Take out person not communicative or helpful at all. Food cold after waiting while takeout girl in window on phone. Never had an issue before with food, service, or varryout here.",--,--,person food girl window phone issue food service varryout,0.0,1.0,0.0,0.0,Neutral
1971,1971,07/25/21,Google,84091 CASTLE ROCK,390 Allen Street   -,Castle Rock,CO,80104,4,Mark Scheribel,https://maps.google.com/maps?cid=7076683331652959643,"Good food, prices, and service.",--,--,food price service,0.0,1.0,0.0,0.0,Neutral
1985,1985,07/25/21,Google,94090 WYOMISSING,1905 Ridgewood Road   -,Wyomissing,PA,19610,4,Big Doc,https://maps.google.com/maps?cid=325382296176197260,Food was very average. Service was great.,--,--,food service,0.0,1.0,0.0,0.0,Neutral
1989,1989,07/25/21,Google,92077 BAY CITY,3500 Wilder Road   -,Bay City,MI,48706,4,Kathleen,https://maps.google.com/maps?cid=13522178041394335308,"Good food,  nice server.  They still are not at capacity due to being ""short staffed"" although there didn't appear to be anyone waiting to be seated. Prices have gone up I remember the steak being on the 2 for $22, it's now 2 for $29 for many items, although they do still have some entrees 2 for $22.",--,--,food server capacity price steak item entree,0.0,1.0,0.0,0.0,Neutral
1994,1994,07/25/21,Google,80076 AUBURN HILLS,2105 N. Squirrel Road   -,Auburn Hills,MI,48326,5,Ann Kuczynski,https://maps.google.com/maps?cid=16862173327648604875,"Ordered online ,quick and easy . The food was good ,and take out great spirits to go . I will be returning another day.  Friendly staff.",--,--,food staff,0.0,1.0,0.0,0.0,Neutral
2000,2000,07/25/21,Google,92077 BAY CITY,3500 Wilder Road   -,Bay City,MI,48706,4,Adam Magnuson,https://maps.google.com/maps?cid=13522178041394335308,"Whiskey Bacon burger � yummy!!! Favorite dish they have. Oh and if you want a delicious appetizer to eat well look no further then the beer pretzels with honey mustard.
My only reason I am giving 4 stars is the app. There is no where to add notes or requests. Like I'm a huge ranch with my fries person. So when I order car side to go I have to wait for the serve to come out and then send them back in for ranch or honey mustard or extra silverware. It would be a nice feature if I can add that to my order so that I can get everything brought out in one trip. Save me time save the servers an extra trip.

Maybe Applebee's has stock in fit bits and is trying to make sure everyone gets there steps in.",--,--,beer reason note fry person order car side silverware feature order trip time server trip bit step,0.0,1.0,0.0,0.0,Neutral
2005,2005,07/25/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,David Tozer,https://maps.google.com/maps?cid=16744343174116201382,"All the staff is really nice, it’s like Cheers where everyone knows my name. Mngt is always around and easy to converse with. I come for Bloody Mary’s every Sunday.",--,--,staff cheer name mngt,0.0,0.476,0.524,0.5106,Positive
2018,2018,07/25/21,Google,76007 UNIONTOWN,102 Walmart Drive   -,Uniontown,PA,15401,5,Robin Marcus,https://maps.google.com/maps?cid=12321037513709524657,Great appetizers!,--,--,,0.0,0.0,0.0,0.0,Neutral
2027,2027,07/25/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,3,Melissa Franquist,https://maps.google.com/maps?cid=9141224409306370609,Food wasn't as good as usual. Everything was over cooked. Wait staff was good tho.,--,--,food wait staff tho,0.0,1.0,0.0,0.0,Neutral
2030,2030,07/25/21,Google,94054 GRAND BLANC,1400 East Hill Road   -,Grand Blanc,MI,48439,5,Roxanna Clark,https://maps.google.com/maps?cid=9380372627679487472,"Took my granddaughter to lunch for her belated birthday.
Food was good and waitress was excellent!!",--,--,birthday food,0.0,1.0,0.0,0.0,Neutral
2037,2037,07/25/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,lyons1ea,https://maps.google.com/maps?cid=16744343174116201382,"This is my favorite Applebee’s to go to because of the consistency of great service and great food. The bathrooms are clean, the servers are nice and attentive, and the food has always come out hot and on time.

One thing that I really appreciate, which is rare at restaurants these days, is how the managers come by to your table to ask how service has been. When I’ve needed something it was the manager who ran and got that item for me.",--,--,service food bathroom server food time thing restaurant day manager table service manager item,0.0,1.0,0.0,0.0,Neutral
2042,2042,07/25/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,Jessica Lyons,https://maps.google.com/maps?cid=16744343174116201382,We had a great experience sitting at the bar last week. We had cocktails and appetizers and everything was delicious. Food was delivered quickly. Good service. Good atmosphere.,--,--,experience bar week cocktail food service atmosphere,0.0,1.0,0.0,0.0,Neutral
2043,2043,07/25/21,Google,80065 STERLING HEIGHTS,37004 Van Dyke   -,Sterling Heights,MI,48312,2,Caring Customer,https://maps.google.com/maps?cid=8873530101478506399,I just can’t. I’ve tried this restaurant again after years of swearing it off. I soon remembered why. Food was mediocre at best.,--,--,food,0.0,1.0,0.0,0.0,Neutral
2053,2053,07/25/21,Google,92030 PENN CENTER,3440 William Penn Highway   -,Pittsburgh,PA,15235,5,Alex Parker,https://maps.google.com/maps?cid=17805550829216939137,Waitress was amazing. She was very attentive to everything we needed. Rrstaurant was clean.,--,--,rrstaurant,0.0,1.0,0.0,0.0,Neutral
2057,2057,07/25/21,Google,80089 LYON TOWNSHIP,30686 Lyon Center Drive   -,New Hudson,MI,48165,5,Earl Fischer,https://maps.google.com/maps?cid=2861805681774723709,Good service.,--,--,,0.0,0.0,0.0,0.0,Neutral
2064,2064,07/25/21,Google,80078 WHITE LAKE TOWNSHIP,9100 Highland Road   -,White Lake,MI,48386,1,Jeffrey Weakland,https://maps.google.com/maps?cid=11028596886227067777,Poor service and hostess had an attitude,--,--,service hostess attitude,0.0,1.0,0.0,0.0,Neutral
2070,2070,07/25/21,Google,97006 YORK,101 Northern Way   -,York,PA,17402,4,Raquel Colon,https://maps.google.com/maps?cid=788375293372819566,"Server was so nice, food was ok",--,--,food,0.0,1.0,0.0,0.0,Neutral
2071,2071,07/25/21,Google,80085 DEARBORN HTS.,26582 Ford Road   -,Dearborn Heights,MI,48127,1,Beautiful Brianna,https://maps.google.com/maps?cid=4306363900364882399,"IT WAS OK SERVICE OUR FOOD WAS COLD PLUS OUR WAITRESS DIDNT COME SEE HOW WE WERE DOING FOR A HALF HR

I WOULD GIVE EXPERIENCE I HAD TONIGHT A ONE OUT OF TEN

��",--,--,service waitress experience tonight,0.0,1.0,0.0,0.0,Neutral
2074,2074,07/25/21,Google,94089 ROOSEVELT,9142 Roosevelt Blvd.   -,Philadelphia,PA,19115,4,Erica Shepherd,https://maps.google.com/maps?cid=5958067648943681182,Sat at the bar for a quick bite.. the staff were professional and friendly.  Will be back!,--,--,bar bite staff,0.0,1.0,0.0,0.0,Neutral
2087,2087,07/25/21,Google,94093 JENKINTOWN,323 Old York Road   -,Jenkintown,PA,19046,4,Martha Huff,https://maps.google.com/maps?cid=5586304420727547197,"I had a nice meal,  I just wish that my meal was hot like hot food is supposed to be. The coleslaw wasn't good at all.",--,--,meal food coleslaw,0.0,1.0,0.0,0.0,Neutral
2101,2101,07/25/21,Google,75042 S-DAVISON,10040 Lapeer Road   -,Davison,MI,48423,1,Houghton Lake Realty,https://maps.google.com/maps?cid=12041453866832993992,"Terrible! Our waitress was nice but we are a party of 4 and our drinks came out separately and so did our food and 2 of our orders were cold and dry, our 2nd appetizer was cold too. The waitress told me what my bill was and said I needed to pay her before I could see it and then teenager said she would comp the remainder of our food after my gift cards were handed over to the waitress and then she came back with gift cards and told me I needed to pay my bill. I paid it and gave the gift cards away and told her we would never return",--,--,drink food order gift card pay bill gift card,0.106,0.455,0.439,0.6597,Positive
2119,2119,07/25/21,Google,94099 STATE STREET,5940 State Street   -,Saginaw,MI,48603,3,June Weaver,https://maps.google.com/maps?cid=12772028462693044947,I asked for extra butter and waited a long time. I was given garlic butter and informed they were out of real butter.,--,--,butter time garlic butter butter,0.0,1.0,0.0,0.0,Neutral
2145,2145,07/25/21,Google,97017 RIDLEY PARK,320 Macdade Blvd.   -,Folsom,PA,19033,4,LIVIN SUNNY,https://maps.google.com/maps?cid=4247295173874264004,"You can find cheese in every dish... , Cheesy�������
Service : ⭐⭐⭐⭐",--,Thank you for your feedback.  Much appreciated!,cheese service,0.0,1.0,0.0,0.0,Neutral
2155,2155,07/25/21,Google,85003 SOUTH PUEBLO,4001 W. Northern Ave.   -,Pueblo,CO,81005,4,Jack Smith,https://maps.google.com/maps?cid=14651176915812042933,Had dirty utensils.  Asked for different ones and it appeared as if the waiter brought me back  the same knife!  Food was good and the diet Pepsi refills came in a timely manner.  Had to ask repeatedly for our printed receipt.  And when we got it there was somebody else's along with ours!  Didn't notice until we were several blocks away.,--,--,waiter knife food refill manner receipt block,0.326,0.674,0.0,-0.4404,Negative
2158,2158,07/25/21,Google,83078 JACKSON,1706 W Michigan Ave   -,Jackson,MI,49202,5,Elizabeth Cooper,https://maps.google.com/maps?cid=951695506531217501,"It was a special  occasion  with my daughter and  granddaughter to eat out together ❤  without masks and have the meal brought to us, used my gift card that got from where I work for Christmas,  it was awesome �",--,--,gift card work,0.0,0.408,0.592,0.4404,Positive
2173,2173,07/24/21,Google,85015 FOUNTAIN,6428 S. Hwy. 85/87   -,Fountain,CO,80817,5,Justin Lee,https://maps.google.com/maps?cid=17500861837925546523,Had great service hear and I like the menu options for a mix of food and some lower calorie selections.,--,--,service option food calorie selection,0.0,1.0,0.0,0.0,Neutral
2182,2182,07/24/21,Google,84063 GREELEY,4100 West 10th Street   -,Greeley,CO,80634,5,Rita Ballesteros,https://maps.google.com/maps?cid=9469157631400528488,People  are kind courteous and helpful,--,--,people,0.0,1.0,0.0,0.0,Neutral
2183,2183,07/24/21,Google,94090 WYOMISSING,1905 Ridgewood Road   -,Wyomissing,PA,19610,5,Raymond Atkinson,https://maps.google.com/maps?cid=325382296176197260,Buffalo Mild Boneless wings very tasty. mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm.,--,--,boneless wing mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,0.0,1.0,0.0,0.0,Neutral
2205,2205,07/24/21,Google,84077 GARDEN OF THE GODS,495 Garden of the Gods Road   -,Colorado Springs,CO,80907,4,Matt Pasowicz (Shooting Sports Outlet),https://maps.google.com/maps?cid=9488950934751574485,Food was better than expected. Large portions. Service was a little slow they appear under staffed,--,--,food portion service slow,0.0,1.0,0.0,0.0,Neutral
2216,2216,07/24/21,Google,75097 CLARION,22296 State Highway 68   -,Clarion,PA,16214,5,Ashleigh Falkinburg,https://maps.google.com/maps?cid=7715513690480638950,Waitress was great. Great manners and attitude. Very helpful and patient for our large group. Everyone was quite satisfied with their meals.,--,--,manner attitude group meal,0.0,1.0,0.0,0.0,Neutral
2226,2226,07/24/21,Google,84005 S-WINSTON PARK,1205 W. Michigan Ave.   -,Marshall,MI,49068,5,KEVIN HODGES,https://maps.google.com/maps?cid=11066452315626469813,I just got in town stopped bye Applebee’s in which I don’t anymore because of my Diet has changed. But I have to say this Applebee’s timely food preparation and customer service is OUTSTANDING!!! Thanks Applebee’s you made me and my wife (food critic) very happy�,--,--,town food preparation customer service food critic,0.259,0.741,0.0,-0.2732,Negative
2235,2235,07/24/21,Google,75071 READING,3050 N. 5th Street Highway   -,Reading,PA,19605,5,Laura D. Kelley,https://maps.google.com/maps?cid=40063507221882632,Great food and great service ��,--,--,service,0.0,1.0,0.0,0.0,Neutral
2244,2244,07/24/21,Google,85015 FOUNTAIN,6428 S. Hwy. 85/87   -,Fountain,CO,80817,4,Dan Shaffer,https://maps.google.com/maps?cid=17500861837925546523,"Food was good, took a while to get food out for curbside.",--,--,food food,0.0,1.0,0.0,0.0,Neutral
2248,2248,07/24/21,Google,83084 BENTON HARBOR,2050 Pipestone Road   -,Benton Harbor,MI,49022,5,Ashley Lyn,https://maps.google.com/maps?cid=10724501774209947432,"There must be a new cook, because I ate the best Chicken Alfredo I’ve ever tasted at Applebee’s. Normally it’s ehhh, but tonight it was definitely a 10/10; even my five year old said this is the best he’s tasted. I ordered online, so I cannot thank the chef personally. Nor can I give a review on a waitress (I see some bad reviews), but I can say that ordering online was pleasant. Everything was in the bag and they paid attention to the details requested. The woman at the desk was nice.",--,--,applebee tonight year waitress review bag attention detail woman desk,0.0,1.0,0.0,0.0,Neutral
2271,2271,07/24/21,Google,83088 OKEMOS,2284 Woodlake Drive   -,Okemos,MI,48864,5,Matthew Lopez,https://maps.google.com/maps?cid=18387549273151305045,Good waitresses,--,--,,0.0,0.0,0.0,0.0,Neutral
2272,2272,07/24/21,Google,78001 SOUTHFIELD,29177 Southfield Rd   -,Southfield,MI,48076,5,The Original Motor City Ghost Hunters,https://maps.google.com/maps?cid=15136001477172307352,Amazing service and great f,--,--,service,0.0,1.0,0.0,0.0,Neutral
2273,2273,07/24/21,Google,83089 GRAND HAVEN,680 N. Beacon Boulevard   -,Grand Haven,MI,49417,3,Michael nethercott,https://maps.google.com/maps?cid=15642952947674355373,Food was good. Staff was not very personable. Did not want to leave a tip.,--,--,food staff leave tip,0.286,0.714,0.0,-0.0516,Neutral
2293,2293,07/24/21,Google,80067 PORT HURON,3700 Pine Grove Ave.   -,Port Huron,MI,48060,4,Jesse Richardson,https://maps.google.com/maps?cid=8575566517722091455,Good food,--,--,food,0.0,1.0,0.0,0.0,Neutral
2306,2306,07/24/21,Google,75016 HARBORCREEK,4002 Buffalo Road   -,Erie,PA,16510,5,Mike Gallippo,https://maps.google.com/maps?cid=11327991448505539431,Great service,--,--,service,0.0,1.0,0.0,0.0,Neutral
2316,2316,07/24/21,Google,83086 WYOMING,1375 28th St SW   -,Wyoming,MI,49509,5,Tammy Ward,https://maps.google.com/maps?cid=8338763312139996373,Always great food and service,--,--,food service,0.0,1.0,0.0,0.0,Neutral
2323,2323,07/24/21,Google,99074 WEST CHESTER,1107 West Chester Pike   -,West Chester,PA,19382,1,Amad Ibrahim,https://maps.google.com/maps?cid=5075340171681614842,"Horrible experience. The hostess was great. Smiling, friendly, and welcoming. The waitress was rude rushed our whole entire dining experience. We had been sitting for approximately not even 5 minutes and she kept asking us what we wanted to drink. Then rushed us to order our appetizers and entree. When I questioned why my Mac n cheese entree with chicken tenders didn't taste like any type of four cheese. I was shrugged off. Then when I requested the check it was tossed onto the table and she advised me if im paying by card I can pay via digital qr code. Needless to say I wouldn't recommend this location to anyone.",--,"I am so sorry to hear about your experience. Please feel free to contact me at dina.morgan@therosegroup.com to discuss this further. Thanks for your feedback, it helps to make us better!",experience hostess waitress dining experience minute drink order tender type cheese check table card location,0.0,1.0,0.0,0.0,Neutral
2329,2329,07/24/21,Google,84008 G-IONIA,3039 Commerce Lane   -,Ionia,MI,48846,3,Erica Brower,https://maps.google.com/maps?cid=1003394294407528538,Took 25 minutes to for us to get a waitress or somebody to even come near us didn't get no drink orders took a long time to get food,--,--,order time food,0.0,1.0,0.0,0.0,Neutral
2330,2330,07/24/21,Google,97006 YORK,101 Northern Way   -,York,PA,17402,2,Brenda Torres,https://maps.google.com/maps?cid=788375293372819566,The food was a little cold,--,--,food,0.0,1.0,0.0,0.0,Neutral
2331,2331,07/24/21,Google,83099 S-THREE RIVERS,1330 W. Broadway   -,Three Rivers,MI,49093,1,Kelsie Jo,https://maps.google.com/maps?cid=3614632452763426236,Applebee's has really gone down in quality of their food and drinks. The waitress was great but definitely would not recommend the food..,--,--,food food,0.0,1.0,0.0,0.0,Neutral
2338,2338,07/24/21,Google,84017 OXBOW DRIVE,1501 Oxbow Drive   -,Montrose,CO,81401,5,Drake Parrish,https://maps.google.com/maps?cid=5501655007751418679,IT was AMAZING,--,--,,0.0,0.0,0.0,0.0,Neutral
2340,2340,07/24/21,Google,89084 12TH ST,2911 West 12th Street   -,Erie,PA,16505,4,Ron Wasik,https://maps.google.com/maps?cid=9520118335343152850,New dinner deals. All good,--,--,dinner good,0.0,0.256,0.744,0.4404,Positive
2350,2350,07/24/21,Google,79074 CHAMBERSBURG,1050 Wayne Avenue   -,Chambersburg,PA,17201,5,Deanna Eller,https://maps.google.com/maps?cid=1201427145580483492,Good food. Good service. Everything clean,--,--,service,0.0,1.0,0.0,0.0,Neutral
2354,2354,07/24/21,Google,92077 BAY CITY,3500 Wilder Road   -,Bay City,MI,48706,5,Paula Dawn,https://maps.google.com/maps?cid=13522178041394335308,"Fast service, excellent choices, comfortable atmosphere!",--,--,service choice atmosphere,0.0,1.0,0.0,0.0,Neutral
2357,2357,07/24/21,Google,91062 TRAVERSE CITY,2384 U.S. 31 South   -,Traverse City,MI,49684,4,Robin Jackson,https://maps.google.com/maps?cid=15169376477309955632,Love the food and atmosphere. Friendly staff.,--,--,food staff,0.0,1.0,0.0,0.0,Neutral
2397,2397,07/24/21,Google,93015 MEADVILLE,11227 Shaw Avenue   -,Meadville,PA,16335,2,dennis d,https://maps.google.com/maps?cid=16454684258622775072,"Your steak choices here are 2 sizes of sirloin. If you like a baked potato � with your steak, that's not an option at this Applebee's..",--,--,size potato steak applebee,0.0,1.0,0.0,0.0,Neutral
2404,2404,07/24/21,Google,84005 S-WINSTON PARK,1205 W. Michigan Ave.   -,Marshall,MI,49068,5,Marilyn Rosewarne,https://maps.google.com/maps?cid=11066452315626469813,Awsome food.  Great staff and service.,--,--,staff,0.0,1.0,0.0,0.0,Neutral
2405,2405,07/24/21,Google,77031 NESHANNOCK TWSP,3300 Wilmington Road   -,New Castle,PA,16105,1,Peter Allen,https://maps.google.com/maps?cid=16190279678256718015,Terrible experience. Requested a booth & had a comment by the hostess that they would have to walk across the restaurant. Waitress rarely came. They forgot our appetizer. Food was bad & semi warm/soggy. The drinks were watered down. We won’t be back.,--,--,experience booth comment,0.0,1.0,0.0,0.0,Neutral
2416,2416,07/24/21,Google,75005 CASTOR AVENUE,2535-37 Castor Avenue   -,Philadelphia,PA,19134,5,Dawn Meza,https://maps.google.com/maps?cid=18102631466816524389,The food was very good I was very satisfied with the service I had gotten thank you very much,--,--,food service,0.0,1.0,0.0,0.0,Neutral
2429,2429,07/24/21,Google,84042 BROOMFIELD,6405 W. 120th Avenue   -,Broomfield,CO,80020,3,Joe Butkovich,https://maps.google.com/maps?cid=11724775467766447871,Service was good but the kitchen was slow.,--,--,kitchen,0.0,1.0,0.0,0.0,Neutral
2454,2454,07/24/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,5,Shelby Ginsburg,https://maps.google.com/maps?cid=16744343174116201382,Good service and the food is always good �,--,--,service food,0.0,1.0,0.0,0.0,Neutral
2457,2457,07/24/21,Google,92078 BLOOMSBURG,939 Columbia Blvd.   -,Bloomsburg,PA,17815,5,John Zangaro,https://maps.google.com/maps?cid=12099741657130617532,"It was my wife and I with two of our boys and our grandbaby. Courtney was our waitress and she was so patient and sweet. She really made our night out very pleasant. She was so sweet to our grandson (who's only 1y/o). He kept smiling at her the whole time.
Thank you Courtney.",--,--,wife night grandson time,0.0,1.0,0.0,0.0,Neutral
2458,2458,07/24/21,Google,99072 MONACA,3944 Brodhead Road   -,Monaca,PA,15061,5,Roberta Frazzini,https://maps.google.com/maps?cid=12889966861772896827,Awesome service,--,--,service,0.0,1.0,0.0,0.0,Neutral
2477,2477,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,C Hall,https://maps.google.com/maps?cid=10986288064315850107,"Their burgers are actually really good, and we had a big family and was taking care of great thanks you",--,--,family care thank,0.0,0.149,0.851,0.6908,Positive
2483,2483,07/24/21,Google,80065 STERLING HEIGHTS,37004 Van Dyke   -,Sterling Heights,MI,48312,4,BigSteph,https://maps.google.com/maps?cid=8873530101478506399,Quick drink and appetizers was a well needed break from car shopping.,--,--,car shopping,0.0,1.0,0.0,0.0,Neutral
2496,2496,07/24/21,Google,87085 WEST MIFFLIN,2045 Lebanon Church Road   -,Pittsburgh,PA,15122,5,Thomas Mcilree,https://maps.google.com/maps?cid=9582569830074837875,Very clean and their hamburger was delicious!,--,--,,0.0,0.0,0.0,0.0,Neutral
2497,2497,07/24/21,Google,93085 WEST HAZLETON,2 Weis Lane   -,West Hazleton,PA,18201,5,Yurii Arestov,https://maps.google.com/maps?cid=1224620041858391870,Nice place.,--,--,place,0.0,1.0,0.0,0.0,Neutral
2506,2506,07/24/21,Google,78035 MURRYSVILLE,4920 William Penn Highway   -,Murrysville,PA,15668,4,deejay,https://maps.google.com/maps?cid=17802507282990941944,drunk people,--,--,people,0.0,1.0,0.0,0.0,Neutral
2507,2507,07/24/21,Google,83083 MUSKEGON,1825 East Sherman Blvd   -,Muskegon,MI,49444,5,Andrea Strait,https://maps.google.com/maps?cid=13446550186741965175,Great food and great service!  Definately will keep going to this one.,--,--,service,0.0,1.0,0.0,0.0,Neutral
2523,2523,07/24/21,Google,94098 POTTSTOWN,833 N. State Street   -,Pottstown,PA,19464,3,Kizmect Meade,https://maps.google.com/maps?cid=11402991836516459201,"The food was good. Boneless BBQ chicken & onion rings. But this desert? That's a completely different story. The cake was hard as rock. I couldn't eat it or even get it off the container. I wasn't able to use a fork to eat it either! � I have a video, but was unable to put it on the review to show just how hard it really was.",--,--,food boneless chicken onion ring rock container use fork video review,0.0,1.0,0.0,0.0,Neutral
2525,2525,07/24/21,Google,80089 LYON TOWNSHIP,30686 Lyon Center Drive   -,New Hudson,MI,48165,2,guess who,https://maps.google.com/maps?cid=2861805681774723709,"Never got my broccoli in my bourbon steak dinner take out. 2 stars for the good mashed potatoes & steak but no more stars since they omitted the broccoli and didnt say a word to me about it. I expected better from Applebees but i guess they are no better than fast food restraurants. Goes to show you can't expect better and never trust a take out order to be right. Applebees, i will never come back.",--,--,dinner potato star word applebee food order,0.0,1.0,0.0,0.0,Neutral
2531,2531,07/24/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,5,Joseph Halsey,https://maps.google.com/maps?cid=9141224409306370609,"Our Waiter Dylan was very Sincere and Pleasant in which he was prompt and Very Courteous in Serving us and The Entire Dinner Date was extremely nice for My Wife and me.
I highly Recommend this Establishment for your next Outing.
Thank You very Much Applebee's we enjoy your Food and Your Staffs who in all was extremely Very Nice.",--,--,dinner date establishment applebee food staff,0.0,1.0,0.0,0.0,Neutral
2540,2540,07/24/21,Google,96071 CRANBERRY,1685 Route 228   -,Cranberry Twp,PA,16066,5,gina ignasiak-koss,https://maps.google.com/maps?cid=2890443059169343497,"Great service, wonderful waiters, and good food",--,--,service waiter food,0.0,1.0,0.0,0.0,Neutral
2543,2543,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Stasha P,https://maps.google.com/maps?cid=10986288064315850107,"I love this place, friends my staff, good food, amazing over all. Myranda is amazing and so is amber �",--,--,place friend food,0.0,0.385,0.615,0.4939,Positive
2546,2546,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Brooke Romeo,https://maps.google.com/maps?cid=10986288064315850107,"I almost never write restaurant reviews, but our waitress there has to be recognized publicly. Myranda was her name and she was phenomenal. She was prompt, smart, caring, and knowledgeable about the food. And she just had a friendly demeanor about her that made our time out to dinner as a group very enjoyable.",--,--,restaurant food demeanor dinner group,0.0,1.0,0.0,0.0,Neutral
2554,2554,07/24/21,Google,88045 PEACH ST,7790 Peach Street   -,Erie,PA,16509,5,Angela DiLembo,https://maps.google.com/maps?cid=748436066427401695,Food was great waitress was so nice.,--,--,food,0.0,1.0,0.0,0.0,Neutral
2556,2556,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Kathleen Adams,https://maps.google.com/maps?cid=10986288064315850107,I had a great time everything was fantastic all the servers and all the food great,--,--,time server food,0.0,1.0,0.0,0.0,Neutral
2557,2557,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Laynie Coleman,https://maps.google.com/maps?cid=10986288064315850107,The service was amazing. I had a great time dining with myranda,--,--,service time dining,0.0,1.0,0.0,0.0,Neutral
2560,2560,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Groovy Boyflex,https://maps.google.com/maps?cid=10986288064315850107,The Staff and Host was Amazing made me feel welcomed,--,--,host feel,0.0,1.0,0.0,0.0,Neutral
2561,2561,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Laura Timson,https://maps.google.com/maps?cid=10986288064315850107,Myranda is the best! I got steak and potatoes and it came out perfect �,--,--,,0.0,0.0,0.0,0.0,Neutral
2562,2562,07/24/21,Google,80086 NOVI,47900 Grand River Road   -,Novi,MI,48374,5,Jennifer York,https://maps.google.com/maps?cid=10986288064315850107,"Great food, clean restaurant and AMAZING service from Myranda! She is a gem and will be returning for her!",--,--,service,0.0,1.0,0.0,0.0,Neutral
